band,seed,topo,episode,att_strength,n_valid_events,behavioural_residual_episode,root_owned_departures,final_root_owned_count,root_owned_static_cell
80-100,123,100,15,0.659157871788081,13,-4.616666666666667,3,33,31.383333333333333
80-100,123,100,16,0.638437828188762,10,2.383333333333333,2,27,31.383333333333333
80-100,123,100,17,0.7881414952518587,11,2.383333333333333,3,26,31.383333333333333
80-100,123,100,18,0.6305558193541531,14,-0.6166666666666671,0,32,31.383333333333333
80-100,123,100,19,0.7221953401652476,12,4.383333333333333,0,27,31.383333333333333
80-100,123,100,20,0.8553126125286022,15,2.383333333333333,1,28,31.383333333333333
80-100,123,100,21,0.5492075541056692,20,5.383333333333333,1,25,31.383333333333333
80-100,123,100,22,0.8778321526811591,7,-1.6166666666666671,0,33,31.383333333333333
80-100,123,100,23,0.8551527136936784,10,-4.616666666666667,0,36,31.383333333333333
80-100,123,100,24,0.5805675488395187,13,6.383333333333333,2,23,31.383333333333333
80-100,123,100,25,0.8265638444281649,16,-5.616666666666667,0,37,31.383333333333333
80-100,123,100,26,0.6805493423969231,11,0.38333333333333286,0,31,31.383333333333333
80-100,123,100,27,0.6642673825327721,18,7.383333333333333,0,24,31.383333333333333
80-100,123,100,28,0.7753910878183026,19,7.383333333333333,1,23,31.383333333333333
80-100,123,100,29,0.7426207108566394,13,2.383333333333333,0,29,31.383333333333333
80-100,123,100,30,0.7982434567820746,16,-3.616666666666667,1,34,31.383333333333333
80-100,123,100,31,0.7529313592240214,16,4.383333333333333,0,27,31.383333333333333
80-100,123,100,32,0.7371813212944702,11,4.383333333333333,1,26,31.383333333333333
80-100,123,100,33,0.6624196454444352,17,-2.616666666666667,0,34,31.383333333333333
80-100,123,100,34,0.8442193829299262,12,-0.6166666666666671,1,31,31.383333333333333
80-100,123,100,35,0.7799221067301308,12,1.3833333333333329,0,30,31.383333333333333
80-100,123,100,36,0.7222111229784787,17,7.383333333333333,1,23,31.383333333333333
80-100,123,100,37,0.45387163743949854,13,0.38333333333333286,0,31,31.383333333333333
80-100,123,100,38,0.6223575155107448,13,-2.616666666666667,5,29,31.383333333333333
80-100,123,100,39,0.8363836809225819,17,30.383333333333333,0,1,31.383333333333333
80-100,123,100,40,0.7249932898829381,15,2.383333333333333,0,29,31.383333333333333
80-100,123,100,41,0.6664744100461786,13,3.383333333333333,0,28,31.383333333333333
80-100,123,100,42,0.8332233220072729,14,2.383333333333333,0,29,31.383333333333333
80-100,123,100,43,0.4036360204438953,17,6.383333333333333,1,24,31.383333333333333
80-100,123,100,44,0.8834955476922914,12,8.383333333333333,1,22,31.383333333333333
80-100,123,100,45,0.5843145245184692,13,-0.6166666666666671,3,29,31.383333333333333
80-100,123,100,46,0.8257914489135146,15,8.383333333333333,3,20,31.383333333333333
80-100,123,100,47,0.6691582865081728,20,-0.6166666666666671,1,31,31.383333333333333
80-100,123,100,48,0.8280544755980372,16,10.383333333333333,1,20,31.383333333333333
80-100,123,100,49,0.7372890529555401,14,4.383333333333333,0,27,31.383333333333333
80-100,123,100,50,0.8616233561546184,13,0.38333333333333286,0,31,31.383333333333333
80-100,123,100,51,0.7829675027527488,13,0.38333333333333286,0,31,31.383333333333333
80-100,123,100,52,0.8765238503563322,18,4.383333333333333,1,26,31.383333333333333
80-100,123,100,53,0.7656458381833019,19,-7.616666666666667,0,39,31.383333333333333
80-100,123,17,0,0.9440488981675695,11,0.0704225352112644,1,32,33.070422535211264
80-100,123,17,1,0.7523100809194148,16,-5.929577464788736,0,39,33.070422535211264
80-100,123,17,2,0.6758319619111717,13,-0.9295774647887356,0,34,33.070422535211264
80-100,123,17,3,0.7525459540904396,9,1.0704225352112644,0,32,33.070422535211264
80-100,123,17,4,0.7020691336471249,11,2.0704225352112644,0,31,33.070422535211264
80-100,123,17,5,0.6883629997571309,15,2.0704225352112644,1,30,33.070422535211264
80-100,123,17,6,0.6698120602086419,16,-2.9295774647887356,0,36,33.070422535211264
80-100,123,17,7,0.6239670576631196,9,2.0704225352112644,0,31,33.070422535211264
80-100,123,17,8,0.7912748516537249,16,-6.929577464788736,0,40,33.070422535211264
80-100,123,17,9,0.4550993942062963,11,-7.929577464788736,1,40,33.070422535211264
80-100,123,17,10,0.770231460432776,11,-1.9295774647887356,0,35,33.070422535211264
80-100,123,17,11,0.8247517052572221,10,1.0704225352112644,0,32,33.070422535211264
80-100,123,17,12,0.7192050457339395,11,3.0704225352112644,0,30,33.070422535211264
80-100,123,17,13,0.8552134606455054,14,3.0704225352112644,0,30,33.070422535211264
80-100,123,17,14,0.6598639276344329,11,3.0704225352112644,0,30,33.070422535211264
80-100,123,17,15,0.7911254863138311,8,4.070422535211264,0,29,33.070422535211264
80-100,123,17,16,0.8490960905328393,12,1.0704225352112644,0,32,33.070422535211264
80-100,123,17,17,0.6673464663792401,10,-5.929577464788736,0,39,33.070422535211264
80-100,123,17,18,0.6809170095948502,14,-1.9295774647887356,0,35,33.070422535211264
80-100,123,17,19,0.7827076147077605,20,-3.9295774647887356,0,37,33.070422535211264
80-100,123,17,20,0.8275922611713983,13,4.070422535211264,0,29,33.070422535211264
80-100,123,17,21,0.6573930332540638,9,2.0704225352112644,0,31,33.070422535211264
80-100,123,17,22,0.6922126006444588,17,1.0704225352112644,0,32,33.070422535211264
80-100,123,17,23,0.6415860614739358,10,2.0704225352112644,1,30,33.070422535211264
80-100,123,17,24,0.7246214156218159,13,0.0704225352112644,0,33,33.070422535211264
80-100,123,17,25,0.8109675057999352,17,0.0704225352112644,0,33,33.070422535211264
80-100,123,17,26,0.7032463407376781,12,-1.9295774647887356,0,35,33.070422535211264
80-100,123,17,27,0.7423281018049098,13,-0.9295774647887356,0,34,33.070422535211264
80-100,123,17,28,0.735509752026318,19,-0.9295774647887356,0,34,33.070422535211264
80-100,123,17,29,0.6589411027533444,19,-2.9295774647887356,0,36,33.070422535211264
80-100,123,17,30,0.8758100946433842,14,3.0704225352112644,0,30,33.070422535211264
80-100,123,17,31,0.71210458346953,12,7.070422535211264,1,25,33.070422535211264
80-100,123,17,32,0.8211922969203442,8,-0.9295774647887356,1,33,33.070422535211264
80-100,123,17,33,0.52078038531666,12,-6.929577464788736,0,40,33.070422535211264
80-100,123,17,34,0.8179499070922082,11,-2.9295774647887356,1,35,33.070422535211264
80-100,123,17,35,0.7728114668279886,19,-3.9295774647887356,0,37,33.070422535211264
80-100,123,17,36,0.8370691465542597,17,1.0704225352112644,0,32,33.070422535211264
80-100,123,17,37,0.7084245248971617,17,-1.9295774647887356,1,34,33.070422535211264
80-100,123,17,38,0.9391141861144986,14,-2.9295774647887356,1,35,33.070422535211264
80-100,123,17,39,0.7687912626657635,10,-5.929577464788736,1,38,33.070422535211264
80-100,123,17,40,0.8076620259011785,15,-0.9295774647887356,0,34,33.070422535211264
80-100,123,18,0,0.8784305355511606,20,2.7222222222222214,3,23,28.72222222222222
80-100,123,18,1,0.7456184527319338,9,-0.27777777777777857,1,28,28.72222222222222
80-100,123,18,2,0.6985051804222167,12,6.722222222222221,0,22,28.72222222222222
80-100,123,18,3,0.7301855130883103,11,3.7222222222222214,0,25,28.72222222222222
80-100,123,18,4,0.7852553410921246,10,7.722222222222221,0,21,28.72222222222222
80-100,123,18,5,0.8131724098840585,13,-7.277777777777779,0,36,28.72222222222222
80-100,123,18,6,0.7935863745828661,13,3.7222222222222214,0,25,28.72222222222222
80-100,123,18,7,0.6944221242330968,15,-4.277777777777779,0,33,28.72222222222222
80-100,123,18,8,0.8783512460999191,15,2.7222222222222214,1,25,28.72222222222222
80-100,123,18,9,0.81226743894097,14,-1.2777777777777786,3,27,28.72222222222222
80-100,123,18,10,0.9412004408317015,17,4.722222222222221,0,24,28.72222222222222
80-100,123,18,11,0.8654323632945307,16,3.7222222222222214,1,24,28.72222222222222
80-100,123,18,12,0.7667801448696991,16,-0.27777777777777857,0,29,28.72222222222222
80-100,123,18,13,0.898568709132572,15,-0.27777777777777857,1,28,28.72222222222222
80-100,123,18,14,0.4234746253117919,15,4.722222222222221,0,24,28.72222222222222
80-100,123,18,15,0.8487587102223187,20,24.72222222222222,2,2,28.72222222222222
80-100,123,18,16,0.9603804292228932,13,5.722222222222221,0,23,28.72222222222222
80-100,123,18,17,0.8047180087970836,14,3.7222222222222214,0,25,28.72222222222222
80-100,123,18,19,0.7443390416447073,19,0.7222222222222214,2,26,28.72222222222222
80-100,123,18,20,0.8449788682491464,17,5.722222222222221,1,22,28.72222222222222
80-100,123,18,21,0.8247490661617901,7,2.7222222222222214,0,26,28.72222222222222
80-100,123,18,22,0.8684595943694668,14,4.722222222222221,0,24,28.72222222222222
80-100,123,18,23,0.791949011815282,13,1.7222222222222214,0,27,28.72222222222222
80-100,123,18,24,0.7445815693696632,17,-0.27777777777777857,2,27,28.72222222222222
80-100,123,18,25,0.7792331876519781,13,3.7222222222222214,3,22,28.72222222222222
80-100,123,18,26,0.41250415332615376,16,0.7222222222222214,1,27,28.72222222222222
80-100,123,18,27,0.721660377101644,17,-3.2777777777777786,3,29,28.72222222222222
80-100,123,18,28,0.9657056952257537,18,-5.277777777777779,0,34,28.72222222222222
80-100,123,18,29,0.9079285951253647,12,3.7222222222222214,0,25,28.72222222222222
80-100,123,18,30,0.9721693469743643,14,3.7222222222222214,1,24,28.72222222222222
80-100,123,18,31,0.7760563802576679,17,3.7222222222222214,0,25,28.72222222222222
80-100,123,18,32,0.8475452148122713,14,-0.27777777777777857,0,29,28.72222222222222
80-100,123,18,33,0.867251913909885,11,2.7222222222222214,0,26,28.72222222222222
80-100,123,18,34,0.8080699325969013,13,-2.2777777777777786,3,28,28.72222222222222
80-100,123,18,35,0.6977996550585058,11,3.7222222222222214,0,25,28.72222222222222
80-100,123,18,36,0.5789960648980923,16,1.7222222222222214,0,27,28.72222222222222
80-100,123,18,37,0.8335217820879605,14,-1.2777777777777786,0,30,28.72222222222222
80-100,123,18,38,0.8749341479560826,16,0.7222222222222214,0,28,28.72222222222222
80-100,123,18,39,0.8533960254146502,13,-0.27777777777777857,0,29,28.72222222222222
80-100,123,18,40,0.6995099828345701,16,5.722222222222221,1,22,28.72222222222222
80-100,123,18,41,0.7377658204641193,20,3.7222222222222214,2,23,28.72222222222222
80-100,123,18,42,0.7038765120216541,18,-0.27777777777777857,0,29,28.72222222222222
80-100,123,18,43,0.8740703924832975,17,1.7222222222222214,3,24,28.72222222222222
80-100,123,18,44,0.8209641394205391,14,-3.2777777777777786,2,30,28.72222222222222
80-100,123,18,45,0.8751362208276987,14,-1.2777777777777786,0,30,28.72222222222222
80-100,123,18,46,0.8340085056552198,16,1.7222222222222214,0,27,28.72222222222222
80-100,123,18,47,0.6572776850579041,14,1.7222222222222214,0,27,28.72222222222222
80-100,123,2,0,0.6835072381821062,14,5.738095238095241,0,25,30.73809523809524
80-100,123,2,1,0.7464042216953304,18,2.738095238095241,0,28,30.73809523809524
80-100,123,2,2,0.6552718025299588,14,-1.2619047619047592,1,31,30.73809523809524
80-100,123,2,3,0.699300551194359,11,1.7380952380952408,0,29,30.73809523809524
80-100,123,2,4,0.7147298808867002,17,-3.261904761904759,1,33,30.73809523809524
80-100,123,2,5,0.6785819228971377,16,-4.261904761904759,1,34,30.73809523809524
80-100,123,2,6,0.6388657870499984,23,-7.261904761904759,0,38,30.73809523809524
80-100,123,2,7,0.6844121526334096,11,1.7380952380952408,0,29,30.73809523809524
80-100,123,2,8,0.6549359304708955,23,3.738095238095241,0,27,30.73809523809524
80-100,123,2,9,0.7143456376423793,14,-0.2619047619047592,1,30,30.73809523809524
80-100,123,2,10,0.7762570871378888,11,-0.2619047619047592,0,31,30.73809523809524
80-100,123,2,11,0.641038853287076,18,29.73809523809524,0,1,30.73809523809524
80-100,123,2,12,0.8167061879156301,13,-1.2619047619047592,0,32,30.73809523809524
80-100,123,2,13,0.7801244679527978,12,1.7380952380952408,0,29,30.73809523809524
80-100,123,2,14,0.640285994606809,13,-2.261904761904759,0,33,30.73809523809524
80-100,123,2,15,0.6976359588443302,16,-8.26190476190476,2,37,30.73809523809524
80-100,123,2,16,0.879273958329577,16,5.738095238095241,0,25,30.73809523809524
80-100,123,2,17,0.7510453999663392,15,-3.261904761904759,0,34,30.73809523809524
80-100,123,2,18,0.853486230247654,12,1.7380952380952408,0,29,30.73809523809524
80-100,123,2,19,0.8283753807523421,7,1.7380952380952408,0,29,30.73809523809524
80-100,123,2,20,0.6352596134335423,12,0.7380952380952408,0,30,30.73809523809524
80-100,123,2,21,0.6837907671385134,12,-3.261904761904759,0,34,30.73809523809524
80-100,123,2,22,0.7442778063006699,15,-1.2619047619047592,0,32,30.73809523809524
80-100,123,2,23,0.8138436749189472,12,-0.2619047619047592,0,31,30.73809523809524
80-100,123,2,24,0.6526892287656665,14,-3.261904761904759,1,33,30.73809523809524
80-100,123,2,25,0.599294913893876,12,4.738095238095241,0,26,30.73809523809524
80-100,123,2,26,0.6763351952657104,15,1.7380952380952408,0,29,30.73809523809524
80-100,123,2,27,0.746964783515208,13,2.738095238095241,1,27,30.73809523809524
80-100,123,2,28,0.714664470142452,16,-0.2619047619047592,0,31,30.73809523809524
80-100,123,2,29,0.7923648506402969,15,-2.261904761904759,1,32,30.73809523809524
80-100,123,2,30,0.6610204298270955,21,2.738095238095241,1,27,30.73809523809524
80-100,123,2,31,0.8642241120846434,11,3.738095238095241,0,27,30.73809523809524
80-100,123,2,32,0.8827291006067147,12,2.738095238095241,0,28,30.73809523809524
80-100,123,2,33,0.7029835119268254,17,-0.2619047619047592,2,29,30.73809523809524
80-100,123,2,34,0.8854811895255219,17,9.73809523809524,0,21,30.73809523809524
80-100,123,2,35,0.664750314084813,12,-6.261904761904759,1,36,30.73809523809524
80-100,123,2,36,0.7053644598461688,10,-7.261904761904759,1,37,30.73809523809524
80-100,123,2,37,0.7437297250365927,21,-7.261904761904759,1,37,30.73809523809524
80-100,123,2,38,0.6450813356528265,18,-6.261904761904759,1,36,30.73809523809524
80-100,123,2,39,0.6132933126332668,13,-4.261904761904759,0,35,30.73809523809524
80-100,123,2,40,0.5613121048822491,22,2.738095238095241,0,28,30.73809523809524
80-100,123,2,41,0.6984819634235464,16,-4.261904761904759,3,32,30.73809523809524
80-100,123,5,0,0.6210732611996884,11,2.3999999999999986,0,20,22.4
80-100,123,5,1,0.6481713340069879,17,3.3999999999999986,0,19,22.4
80-100,123,5,2,0.9169446712789627,13,2.3999999999999986,0,20,22.4
80-100,123,5,3,0.7291815762873739,18,1.3999999999999986,1,20,22.4
80-100,123,5,4,0.7100884369574487,17,5.399999999999999,0,17,22.4
80-100,123,5,5,0.8130985293537378,17,1.3999999999999986,0,21,22.4
80-100,123,5,6,0.7723718877881766,20,-0.6000000000000014,0,23,22.4
80-100,123,5,7,0.7540353806378941,15,0.3999999999999986,1,21,22.4
80-100,123,5,8,0.8137122097657994,20,1.3999999999999986,0,21,22.4
80-100,123,5,9,0.6417491976445651,17,-5.600000000000001,0,28,22.4
80-100,123,5,10,0.6772657085464082,11,1.3999999999999986,0,21,22.4
80-100,123,5,11,0.6916647804124901,12,-2.6000000000000014,0,25,22.4
80-100,123,5,12,0.6892063099528767,18,4.399999999999999,0,18,22.4
80-100,123,5,13,0.8299650226254016,12,2.3999999999999986,0,20,22.4
80-100,123,5,14,0.8581457141448151,11,1.3999999999999986,0,21,22.4
80-100,123,5,15,0.8080370890093036,16,1.3999999999999986,0,21,22.4
80-100,123,5,16,0.8012130593027299,12,-0.6000000000000014,1,22,22.4
80-100,123,5,17,0.9502773460170085,11,-2.6000000000000014,0,25,22.4
80-100,123,67,0,0.6181592450011522,10,0.3958333333333286,0,31,31.39583333333333
80-100,123,67,1,0.6991287870332599,10,-10.604166666666671,1,41,31.39583333333333
80-100,123,67,2,0.7683587136707501,16,6.395833333333329,0,25,31.39583333333333
80-100,123,67,3,0.9381087385476209,13,-1.6041666666666714,0,33,31.39583333333333
80-100,123,67,4,0.6661737578756669,17,2.3958333333333286,0,29,31.39583333333333
80-100,123,67,5,0.6909824719186872,18,-0.6041666666666714,0,32,31.39583333333333
80-100,123,67,6,0.9101447786881842,11,4.395833333333329,0,27,31.39583333333333
80-100,123,67,7,0.7758374642081824,14,2.3958333333333286,2,27,31.39583333333333
80-100,123,67,8,0.625900751022114,11,27.39583333333333,0,4,31.39583333333333
80-100,123,67,9,1.0723347609611944,13,3.3958333333333286,1,27,31.39583333333333
80-100,123,67,10,0.490543448831886,11,2.3958333333333286,0,29,31.39583333333333
80-100,123,67,11,0.7467300955562249,17,-4.604166666666671,0,36,31.39583333333333
80-100,123,67,12,0.4972245959409823,12,1.3958333333333286,2,28,31.39583333333333
80-100,123,67,13,0.7951050254587944,13,3.3958333333333286,0,28,31.39583333333333
80-100,123,67,14,1.0291113034822046,10,2.3958333333333286,1,28,31.39583333333333
80-100,123,67,15,0.7385924645863912,17,0.3958333333333286,0,31,31.39583333333333
80-100,123,67,16,0.8203763813556483,12,7.395833333333329,3,21,31.39583333333333
80-100,123,67,17,0.7132163757632952,16,5.395833333333329,0,26,31.39583333333333
80-100,123,67,18,0.8567482428366525,18,0.3958333333333286,1,30,31.39583333333333
80-100,123,67,19,0.8783467734853426,12,4.395833333333329,0,27,31.39583333333333
80-100,123,67,20,0.7124057455803268,16,6.395833333333329,1,24,31.39583333333333
80-100,123,67,21,0.819020230969828,18,3.3958333333333286,1,27,31.39583333333333
80-100,123,67,22,0.7013129383791238,10,-5.604166666666671,0,37,31.39583333333333
80-100,123,67,23,0.7667156162871314,14,1.3958333333333286,0,30,31.39583333333333
80-100,123,67,24,0.7107657307448486,12,-1.6041666666666714,0,33,31.39583333333333
80-100,123,67,25,0.6688795434311032,10,-0.6041666666666714,0,32,31.39583333333333
80-100,123,67,26,0.7844068104750477,16,1.3958333333333286,0,30,31.39583333333333
80-100,123,67,27,0.7626471849442977,18,-0.6041666666666714,1,31,31.39583333333333
80-100,123,67,28,0.8395214064101524,17,0.3958333333333286,0,31,31.39583333333333
80-100,123,67,29,0.7723844520223793,16,1.3958333333333286,0,30,31.39583333333333
80-100,123,67,30,0.6665820334858906,13,7.395833333333329,0,24,31.39583333333333
80-100,123,67,31,0.7421568515710533,19,2.3958333333333286,0,29,31.39583333333333
80-100,123,67,32,0.7229125192388892,13,-0.6041666666666714,0,32,31.39583333333333
80-100,123,67,33,0.8463962003588676,9,2.3958333333333286,1,28,31.39583333333333
80-100,123,67,34,0.8754916973412037,14,2.3958333333333286,0,29,31.39583333333333
80-100,123,67,35,0.9519103199888307,13,2.3958333333333286,0,29,31.39583333333333
80-100,123,90,0,-0.872314393520355,1,-1.4523809523809526,0,27,25.547619047619047
80-100,123,90,1,0.7953421229210037,13,6.5476190476190474,0,19,25.547619047619047
80-100,123,90,2,0.7789819884291362,21,7.5476190476190474,0,18,25.547619047619047
80-100,123,90,3,0.7519841320812702,20,-8.452380952380953,2,32,25.547619047619047
80-100,123,90,4,0.7429983539817234,12,-1.4523809523809526,3,24,25.547619047619047
80-100,123,90,5,0.46338400416649306,13,-5.4523809523809526,3,28,25.547619047619047
80-100,123,90,6,0.6389827328226105,11,-3.4523809523809526,1,28,25.547619047619047
80-100,123,90,7,0.8226393260061741,15,0.5476190476190474,0,25,25.547619047619047
80-100,123,90,8,0.7864069647039287,16,-2.4523809523809526,1,27,25.547619047619047
80-100,123,90,9,0.8437566529273203,19,1.5476190476190474,1,23,25.547619047619047
80-100,123,90,10,0.7882072604261339,15,-0.45238095238095255,0,26,25.547619047619047
80-100,123,90,11,0.708073750083499,17,0.5476190476190474,1,24,25.547619047619047
80-100,123,90,12,1.1109102169517429,10,-0.45238095238095255,0,26,25.547619047619047
80-100,123,90,13,0.7622393280866423,14,-1.4523809523809526,2,25,25.547619047619047
80-100,123,90,14,0.7390806319114441,12,4.5476190476190474,1,20,25.547619047619047
80-100,123,90,15,0.6212543769739568,10,5.5476190476190474,0,20,25.547619047619047
80-100,123,90,16,0.8699283157807908,14,4.5476190476190474,0,21,25.547619047619047
80-100,123,90,17,0.7358272751920264,22,-0.45238095238095255,0,26,25.547619047619047
80-100,123,90,18,0.7340606870129704,8,-2.4523809523809526,0,28,25.547619047619047
80-100,123,90,19,0.8059715864559015,15,1.5476190476190474,1,23,25.547619047619047
80-100,123,90,20,0.7668834600287179,21,8.547619047619047,0,17,25.547619047619047
80-100,123,90,21,0.7311901643872261,15,-5.4523809523809526,0,31,25.547619047619047
80-100,123,90,22,0.7346431616529384,17,1.5476190476190474,0,24,25.547619047619047
80-100,123,90,23,-0.527047234773636,5,2.5476190476190474,1,22,25.547619047619047
80-100,123,90,24,0.550379501165528,19,-7.4523809523809526,1,32,25.547619047619047
80-100,123,90,25,0.7726368468085473,11,-2.4523809523809526,0,28,25.547619047619047
80-100,123,90,26,0.8484101489616128,13,-6.4523809523809526,1,31,25.547619047619047
80-100,123,90,27,0.7393609118337433,15,-4.4523809523809526,1,29,25.547619047619047
80-100,123,90,28,0.6708950010860073,14,-1.4523809523809526,0,27,25.547619047619047
80-100,123,90,29,0.8734075555747206,11,1.5476190476190474,2,22,25.547619047619047
80-100,123,90,30,0.8417759967103068,14,3.5476190476190474,0,22,25.547619047619047
80-100,123,90,31,0.9013759256698765,13,-7.4523809523809526,2,31,25.547619047619047
80-100,123,90,32,0.7768414940854366,11,4.5476190476190474,1,20,25.547619047619047
80-100,123,90,33,0.7646292461655461,13,-0.45238095238095255,0,26,25.547619047619047
80-100,123,90,34,0.7232635613674154,13,0.5476190476190474,0,25,25.547619047619047
80-100,123,90,35,0.7756058731116354,15,-2.4523809523809526,0,28,25.547619047619047
80-100,123,90,36,0.7728608395264018,16,1.5476190476190474,0,24,25.547619047619047
80-100,123,90,37,0.5060143670377631,15,1.5476190476190474,0,24,25.547619047619047
80-100,123,90,38,0.7411660274321382,11,-1.4523809523809526,2,25,25.547619047619047
80-100,123,90,39,0.6042633848872198,23,-1.4523809523809526,0,27,25.547619047619047
80-100,123,90,40,0.9153699765913188,15,-1.4523809523809526,0,27,25.547619047619047
80-100,123,90,41,0.5004572499400148,13,-3.4523809523809526,0,29,25.547619047619047
80-100,123,90,42,0.8056256100261474,17,-2.4523809523809526,1,27,25.547619047619047
80-100,123,90,43,0.6725837166421116,15,24.547619047619047,0,1,25.547619047619047
80-100,123,90,44,0.7433965252401928,15,-7.4523809523809526,0,33,25.547619047619047
80-100,123,90,45,0.7300256827416328,13,-1.4523809523809526,0,27,25.547619047619047
80-100,123,90,46,0.7253886503477891,15,5.5476190476190474,0,20,25.547619047619047
80-100,123,90,47,0.8111857796466211,16,-4.4523809523809526,1,29,25.547619047619047
80-100,123,90,48,0.4894261430599726,8,-1.4523809523809526,1,26,25.547619047619047
80-100,123,90,49,0.707990487695982,15,1.5476190476190474,1,23,25.547619047619047
80-100,123,90,50,0.8018537788718406,14,-1.4523809523809526,1,26,25.547619047619047
80-100,123,90,51,0.8291778666233378,7,0.5476190476190474,1,24,25.547619047619047
80-100,123,90,52,0.7922668089517034,13,2.5476190476190474,0,23,25.547619047619047
80-100,200,10,0,0.9687119422713295,20,-1.8333333333333321,1,31,30.166666666666668
80-100,200,10,1,0.9343640967272222,15,8.166666666666668,0,22,30.166666666666668
80-100,200,10,2,0.9381837786103671,13,0.16666666666666785,0,30,30.166666666666668
80-100,200,10,3,0.7014823696517851,16,-5.833333333333332,0,36,30.166666666666668
80-100,200,10,4,0.837011856927226,15,2.166666666666668,3,25,30.166666666666668
80-100,200,10,5,0.7901146896183491,15,-2.833333333333332,1,32,30.166666666666668
80-100,200,10,6,0.586978285604467,15,0.16666666666666785,0,30,30.166666666666668
80-100,200,10,7,1.0847765226249717,14,5.166666666666668,0,25,30.166666666666668
80-100,200,10,8,0.8520183882895199,17,0.16666666666666785,0,30,30.166666666666668
80-100,200,10,9,0.8637869189182917,15,3.166666666666668,0,27,30.166666666666668
80-100,200,10,10,0.7370723009419938,15,6.166666666666668,0,24,30.166666666666668
80-100,200,10,11,0.813813563164634,12,5.166666666666668,0,25,30.166666666666668
80-100,200,10,12,0.8634305730462074,20,0.16666666666666785,0,30,30.166666666666668
80-100,200,10,13,0.9401417646091431,20,-0.8333333333333321,2,29,30.166666666666668
80-100,200,10,14,0.8364332798360423,11,3.166666666666668,1,26,30.166666666666668
80-100,200,10,15,0.7909262180993599,14,-3.833333333333332,2,32,30.166666666666668
80-100,200,10,16,0.7716628000761072,15,3.166666666666668,0,27,30.166666666666668
80-100,200,10,17,0.950791112777284,17,-3.833333333333332,1,33,30.166666666666668
80-100,200,10,18,0.7510395975384329,14,0.16666666666666785,0,30,30.166666666666668
80-100,200,10,19,0.7621730231595311,11,-3.833333333333332,0,34,30.166666666666668
80-100,200,10,20,0.756315151024062,17,-0.8333333333333321,0,31,30.166666666666668
80-100,200,10,21,0.8359047475803111,14,0.16666666666666785,0,30,30.166666666666668
80-100,200,10,22,0.8339331995618219,12,2.166666666666668,0,28,30.166666666666668
80-100,200,10,23,0.7039929745304916,18,-2.833333333333332,0,33,30.166666666666668
80-100,200,10,24,0.7518031675834209,10,2.166666666666668,0,28,30.166666666666668
80-100,200,10,25,0.8833075276074501,13,3.166666666666668,0,27,30.166666666666668
80-100,200,10,26,0.6527531893613437,15,-1.8333333333333321,0,32,30.166666666666668
80-100,200,10,27,0.7972498573362827,13,-4.833333333333332,1,34,30.166666666666668
80-100,200,10,28,0.8240492874040053,13,1.1666666666666679,0,29,30.166666666666668
80-100,200,10,29,0.812630164436996,11,5.166666666666668,2,23,30.166666666666668
80-100,200,10,30,0.7429357481887564,16,3.166666666666668,4,23,30.166666666666668
80-100,200,10,31,0.8929562226558725,15,2.166666666666668,2,26,30.166666666666668
80-100,200,10,32,0.6846234912185797,14,-2.833333333333332,0,33,30.166666666666668
80-100,200,10,33,0.7148948137515357,14,7.166666666666668,2,21,30.166666666666668
80-100,200,10,34,0.7862441820431162,11,4.166666666666668,0,26,30.166666666666668
80-100,200,10,35,0.7557508400835408,12,-1.8333333333333321,1,31,30.166666666666668
80-100,200,10,36,0.8073596395004321,17,5.166666666666668,1,24,30.166666666666668
80-100,200,10,37,1.0357349582870181,12,-3.833333333333332,0,34,30.166666666666668
80-100,200,10,38,0.9997029296560761,17,1.1666666666666679,0,29,30.166666666666668
80-100,200,10,39,0.9093826224894396,14,29.166666666666668,0,1,30.166666666666668
80-100,200,10,40,0.7809051852285241,12,-3.833333333333332,1,33,30.166666666666668
80-100,200,10,41,0.700914559919121,14,1.1666666666666679,1,28,30.166666666666668
80-100,200,10,42,0.9532175959154431,14,0.16666666666666785,0,30,30.166666666666668
80-100,200,10,43,0.8279961295839813,9,-5.833333333333332,0,36,30.166666666666668
80-100,200,10,44,0.9914122265489662,17,3.166666666666668,1,26,30.166666666666668
80-100,200,10,45,1.1204688097738351,12,-3.833333333333332,0,34,30.166666666666668
80-100,200,10,46,0.8159528000812445,14,-1.8333333333333321,0,32,30.166666666666668
80-100,200,10,47,0.8780941752354718,18,5.166666666666668,2,23,30.166666666666668
80-100,200,100,0,0.9219567805661687,14,2.8611111111111143,0,33,35.861111111111114
80-100,200,100,1,0.7377798406814691,16,8.861111111111114,1,26,35.861111111111114
80-100,200,100,2,0.6688516544262794,11,34.861111111111114,0,1,35.861111111111114
80-100,200,100,3,0.9092891665932257,16,-4.138888888888886,0,40,35.861111111111114
80-100,200,100,4,0.8843915102271629,14,-2.1388888888888857,1,37,35.861111111111114
80-100,200,100,5,0.7410433784243651,8,-2.1388888888888857,2,36,35.861111111111114
80-100,200,100,6,0.7970555746513937,18,-3.1388888888888857,0,39,35.861111111111114
80-100,200,100,7,0.9946156014533093,12,4.861111111111114,5,26,35.861111111111114
80-100,200,100,8,1.0833872100920416,8,0.8611111111111143,1,34,35.861111111111114
80-100,200,100,9,0.7773189154249849,16,-4.138888888888886,1,39,35.861111111111114
