band,seed,topo,episode,att_strength,n_valid_events,behavioural_residual_episode,root_owned_departures,final_root_owned_count,root_owned_static_cell
30-40,100,64,9,0.7644732097978704,16,3.882352941176471,3,17,23.88235294117647
30-40,100,64,10,0.7343427327328494,14,2.882352941176471,2,19,23.88235294117647
30-40,100,64,11,0.7725553443655372,10,0.882352941176471,1,22,23.88235294117647
30-40,100,64,12,0.8249095642111368,18,3.882352941176471,3,17,23.88235294117647
30-40,100,64,13,0.626864942163229,15,6.882352941176471,3,14,23.88235294117647
30-40,100,64,14,0.6944702614564449,12,0.882352941176471,3,20,23.88235294117647
30-40,100,64,15,0.7279311894224241,13,-1.117647058823529,3,22,23.88235294117647
30-40,100,64,16,0.7704033565453507,11,-1.117647058823529,5,20,23.88235294117647
30-40,100,64,17,0.6840897889186939,15,3.882352941176471,3,17,23.88235294117647
30-40,100,64,18,0.6643118407577276,10,1.882352941176471,0,22,23.88235294117647
30-40,100,64,19,0.7985382761495808,12,3.882352941176471,1,19,23.88235294117647
30-40,100,64,20,0.6540596735748377,11,-0.117647058823529,5,19,23.88235294117647
30-40,100,64,21,0.5960851167328656,12,3.882352941176471,0,20,23.88235294117647
30-40,100,64,22,0.6677318698623114,9,3.882352941176471,1,19,23.88235294117647
30-40,100,64,23,0.686461160824235,14,1.882352941176471,3,19,23.88235294117647
30-40,100,92,0,0.7137870341539383,12,4.875,1,18,23.875
30-40,100,92,1,0.5932612449217302,13,2.875,1,20,23.875
30-40,100,92,2,0.6590199042111635,13,-0.125,1,23,23.875
30-40,100,92,3,0.6395787262978653,12,0.875,3,20,23.875
30-40,100,92,4,0.8327972567640245,12,3.875,2,18,23.875
30-40,100,92,5,0.6306066567508074,13,4.875,1,18,23.875
30-40,100,92,6,0.838781027123332,10,1.875,0,22,23.875
30-40,100,92,7,0.6424837620355762,13,0.875,0,23,23.875
30-40,100,92,8,0.648293505422771,10,2.875,3,18,23.875
30-40,100,92,9,0.7837152788415551,12,-0.125,6,18,23.875
30-40,100,92,10,0.6523194762412459,8,5.875,0,18,23.875
30-40,100,92,11,0.6692991104376104,14,4.875,3,16,23.875
30-40,100,92,12,0.6714471094310284,13,1.875,2,20,23.875
30-40,100,92,13,0.7646256060649951,15,-2.125,2,24,23.875
30-40,100,92,14,0.7285655746236444,12,6.875,0,17,23.875
30-40,100,92,15,0.8234636771746657,11,3.875,2,18,23.875
30-40,100,92,16,0.6811677974959215,9,-1.125,4,21,23.875
30-40,100,92,17,0.72590315535378,13,-0.125,2,22,23.875
30-40,100,92,18,0.682187518237957,14,-4.125,7,21,23.875
30-40,100,92,19,0.8057235667312687,11,-1.125,1,24,23.875
30-40,100,92,20,0.6505128412197033,15,0.875,5,18,23.875
30-40,100,92,21,0.5758478286365668,15,1.875,2,20,23.875
30-40,100,92,22,0.63143047131598,12,3.875,1,19,23.875
30-40,100,92,23,0.7844984626863152,8,6.875,0,17,23.875
30-40,100,92,24,0.6805255248282964,13,-0.125,3,21,23.875
30-40,100,92,25,0.648307898780331,16,0.875,4,19,23.875
30-40,100,92,26,0.5727416441908905,7,0.875,4,19,23.875
30-40,123,15,0,0.833206737957274,12,-6.142857142857142,1,28,22.857142857142858
30-40,123,15,1,1.1078963565329711,6,3.8571428571428577,1,18,22.857142857142858
30-40,123,15,2,0.7212313655763865,12,5.857142857142858,0,17,22.857142857142858
30-40,123,15,3,-2.0891330738862357,3,3.8571428571428577,1,18,22.857142857142858
30-40,123,15,4,0.7668581910963569,14,-4.142857142857142,3,24,22.857142857142858
30-40,123,15,5,0.7171662006188523,11,-3.1428571428571423,2,24,22.857142857142858
30-40,123,15,6,0.8243860583752394,9,1.8571428571428577,1,20,22.857142857142858
30-40,123,15,7,0.7469478789716959,13,21.857142857142858,0,1,22.857142857142858
30-40,123,15,8,0.8186962577429685,11,12.857142857142858,0,10,22.857142857142858
30-40,123,15,9,0.8244740585373207,11,4.857142857142858,4,14,22.857142857142858
30-40,123,15,10,0.6477439332132539,12,4.857142857142858,1,17,22.857142857142858
30-40,123,15,11,0.8599226587762435,15,-0.14285714285714235,1,22,22.857142857142858
30-40,123,15,12,0.4389186929911375,12,6.857142857142858,0,16,22.857142857142858
30-40,123,15,13,0.6534849580090779,13,11.857142857142858,0,11,22.857142857142858
30-40,123,15,14,0.9055600605905056,10,1.8571428571428577,3,18,22.857142857142858
30-40,123,15,15,0.6406890771218708,14,2.8571428571428577,0,20,22.857142857142858
30-40,123,15,16,1.0256756598129868,10,-0.14285714285714235,1,22,22.857142857142858
30-40,123,15,17,0.636603603308851,11,5.857142857142858,1,16,22.857142857142858
30-40,123,15,18,0.9539375242523171,11,21.857142857142858,0,1,22.857142857142858
30-40,123,15,19,0.7023181123659015,12,2.8571428571428577,1,19,22.857142857142858
30-40,123,15,20,0.6724060364067554,12,0.8571428571428577,1,21,22.857142857142858
30-40,123,15,21,0.7086670764256269,16,2.8571428571428577,3,17,22.857142857142858
30-40,123,15,22,0.7848041278443166,14,0.8571428571428577,2,20,22.857142857142858
30-40,123,15,23,0.9157331749796868,10,3.8571428571428577,2,17,22.857142857142858
30-40,123,15,24,0.8457583443572124,15,-2.1428571428571423,0,25,22.857142857142858
30-40,123,15,25,0.7833334475078366,11,2.8571428571428577,1,19,22.857142857142858
30-40,123,15,26,0.7884593226692893,11,-2.1428571428571423,1,24,22.857142857142858
30-40,123,15,27,0.7479203376919031,15,1.8571428571428577,0,21,22.857142857142858
30-40,123,15,28,0.8710632813163102,12,-0.14285714285714235,3,20,22.857142857142858
30-40,123,15,29,0.916800742658476,12,0.8571428571428577,1,21,22.857142857142858
30-40,123,15,30,0.8146059509705413,11,1.8571428571428577,2,19,22.857142857142858
30-40,123,15,31,0.7274040840566158,10,1.8571428571428577,0,21,22.857142857142858
30-40,123,15,32,0.941559920956691,15,21.857142857142858,0,1,22.857142857142858
30-40,123,15,33,0.7013482869868832,14,3.8571428571428577,0,19,22.857142857142858
30-40,123,15,34,0.5997463301090258,14,0.8571428571428577,3,19,22.857142857142858
30-40,123,15,35,0.7020239005796611,12,-2.1428571428571423,6,19,22.857142857142858
30-40,123,15,36,0.9415175477042794,8,6.857142857142858,1,15,22.857142857142858
30-40,123,15,37,0.8255596800961278,11,-3.1428571428571423,1,25,22.857142857142858
30-40,123,15,38,0.879558264859952,8,-0.14285714285714235,1,22,22.857142857142858
30-40,123,15,39,0.6970956255681813,12,1.8571428571428577,1,20,22.857142857142858
30-40,123,15,40,0.8431514700874686,10,6.857142857142858,2,14,22.857142857142858
30-40,123,15,41,0.8809485504911705,11,-1.1428571428571423,4,20,22.857142857142858
30-40,123,15,42,0.6624576849315096,17,2.8571428571428577,1,19,22.857142857142858
30-40,123,15,43,0.8580749460750006,11,2.8571428571428577,2,18,22.857142857142858
30-40,123,15,44,0.8353980608623136,11,4.857142857142858,0,18,22.857142857142858
30-40,123,15,45,0.9621433806247436,13,-0.14285714285714235,0,23,22.857142857142858
30-40,123,15,46,0.9844745590041081,9,-2.1428571428571423,2,23,22.857142857142858
30-40,123,15,47,0.7045873685274273,8,-1.1428571428571423,2,22,22.857142857142858
30-40,123,15,48,0.9546677593141795,10,-1.1428571428571423,0,24,22.857142857142858
30-40,123,15,49,0.808446976252728,9,2.8571428571428577,1,19,22.857142857142858
30-40,123,15,50,0.8361636446788907,12,3.8571428571428577,0,19,22.857142857142858
30-40,123,15,51,0.9302471813491799,11,0.8571428571428577,2,20,22.857142857142858
30-40,123,15,52,0.7309614005809029,15,0.8571428571428577,3,19,22.857142857142858
30-40,123,15,53,0.6905909407883882,10,4.857142857142858,0,18,22.857142857142858
30-40,123,15,54,0.8170712910858648,14,7.857142857142858,1,14,22.857142857142858
30-40,123,15,56,0.8141595797443931,11,4.857142857142858,0,18,22.857142857142858
30-40,123,15,57,0.8432480392356714,15,0.8571428571428577,0,22,22.857142857142858
30-40,123,15,58,0.8927033707233412,14,5.857142857142858,1,16,22.857142857142858
30-40,123,15,59,0.8912070247034232,15,-3.1428571428571423,0,26,22.857142857142858
30-40,123,15,60,0.523314809283385,13,1.8571428571428577,1,20,22.857142857142858
30-40,123,15,61,0.8002646759582254,13,9.857142857142858,0,13,22.857142857142858
30-40,123,15,62,0.6524509561176484,13,-0.14285714285714235,3,20,22.857142857142858
30-40,123,15,63,0.7869069171561436,11,5.857142857142858,1,16,22.857142857142858
30-40,123,15,64,0.8697952544316649,6,22.857142857142858,0,0,22.857142857142858
30-40,123,19,0,0.5677246099168604,11,-1.5862068965517189,0,23,21.41379310344828
30-40,123,19,1,0.7438601496230278,14,8.413793103448281,0,13,21.41379310344828
30-40,123,19,2,0.4224804559722542,10,4.413793103448281,1,16,21.41379310344828
30-40,123,19,3,0.6049971783844134,12,0.41379310344828113,4,17,21.41379310344828
30-40,123,19,4,0.779568103235215,10,-1.5862068965517189,0,23,21.41379310344828
30-40,123,19,5,0.6517248569056392,10,2.413793103448281,2,17,21.41379310344828
30-40,123,19,6,0.7198972774048646,15,5.413793103448281,1,15,21.41379310344828
30-40,123,19,7,0.5686950165157517,12,-1.5862068965517189,0,23,21.41379310344828
30-40,123,19,8,0.5534176786684177,11,-0.5862068965517189,3,19,21.41379310344828
30-40,123,19,9,0.8818254540674388,8,-0.5862068965517189,1,21,21.41379310344828
30-40,123,19,10,0.7699046359898952,13,1.4137931034482811,3,17,21.41379310344828
30-40,123,19,11,0.7796550385343531,12,-1.5862068965517189,4,19,21.41379310344828
30-40,123,3,0,0.7269116053978603,15,7.216666666666665,1,16,24.216666666666665
30-40,123,3,1,0.7597765326499939,11,4.216666666666665,1,19,24.216666666666665
30-40,123,3,2,0.8584985554648134,13,0.216666666666665,2,22,24.216666666666665
30-40,123,3,3,0.741978923479716,12,-1.783333333333335,3,23,24.216666666666665
30-40,123,3,4,0.6019168579950929,14,2.216666666666665,3,19,24.216666666666665
30-40,123,3,5,0.8536257073283195,12,4.216666666666665,5,15,24.216666666666665
30-40,123,3,6,0.8463384756310419,11,5.216666666666665,0,19,24.216666666666665
30-40,123,3,7,0.7454165051292095,14,5.216666666666665,1,18,24.216666666666665
30-40,123,3,8,0.9347779341042042,9,4.216666666666665,4,16,24.216666666666665
30-40,123,3,9,0.9538942534815181,11,7.216666666666665,0,17,24.216666666666665
30-40,123,3,10,0.87569782170741,17,23.216666666666665,0,1,24.216666666666665
30-40,123,3,11,0.8463576699141413,8,-1.783333333333335,1,25,24.216666666666665
30-40,123,3,12,0.7961242232471705,10,3.216666666666665,1,20,24.216666666666665
30-40,123,3,13,1.1487397905439138,9,2.216666666666665,4,18,24.216666666666665
30-40,123,3,14,0.728285551443696,15,1.216666666666665,4,19,24.216666666666665
30-40,123,3,15,0.5944126334327918,13,4.216666666666665,2,18,24.216666666666665
30-40,123,3,16,1.0843007606454194,8,4.216666666666665,1,19,24.216666666666665
30-40,123,3,17,0.7767568603157997,9,0.216666666666665,3,21,24.216666666666665
30-40,123,3,18,1.0617552340369334,11,3.216666666666665,3,18,24.216666666666665
30-40,123,3,19,0.8055236424940327,12,7.216666666666665,1,16,24.216666666666665
30-40,123,3,20,0.6110264337621629,8,-0.783333333333335,1,24,24.216666666666665
30-40,123,3,21,0.7051878464408219,16,1.216666666666665,0,23,24.216666666666665
30-40,123,3,22,0.7790724964191517,9,2.216666666666665,2,20,24.216666666666665
30-40,123,3,23,0.7359971644786688,13,8.216666666666665,0,16,24.216666666666665
30-40,123,3,24,0.617832834708194,15,9.216666666666665,1,14,24.216666666666665
30-40,123,3,25,0.6013031639158726,13,2.216666666666665,1,21,24.216666666666665
30-40,123,3,26,0.7215329292230308,12,4.216666666666665,0,20,24.216666666666665
30-40,123,3,27,0.6469914795209964,12,11.216666666666665,1,12,24.216666666666665
30-40,123,3,28,0.6371862363469388,14,4.216666666666665,1,19,24.216666666666665
30-40,123,3,29,0.7622545109026961,9,0.216666666666665,2,22,24.216666666666665
30-40,123,3,30,0.7523983035935089,8,21.216666666666665,0,3,24.216666666666665
30-40,123,3,31,0.7775546481300678,14,6.216666666666665,0,18,24.216666666666665
30-40,123,3,32,0.6935670352899111,13,-0.783333333333335,2,23,24.216666666666665
30-40,123,3,33,0.8557577958330512,10,-0.783333333333335,0,25,24.216666666666665
30-40,123,3,34,0.6685309095929066,15,5.216666666666665,0,19,24.216666666666665
30-40,123,3,35,0.7000830375278989,12,-1.783333333333335,3,23,24.216666666666665
30-40,123,3,36,0.7528017634259803,14,5.216666666666665,1,18,24.216666666666665
30-40,123,3,37,0.9405262531712651,10,4.216666666666665,0,20,24.216666666666665
30-40,123,3,38,0.6806892954433957,12,-2.783333333333335,3,24,24.216666666666665
30-40,123,3,39,0.7294160196414361,13,7.216666666666665,4,13,24.216666666666665
30-40,123,3,40,0.4549299083882943,16,3.216666666666665,1,20,24.216666666666665
30-40,123,3,41,0.7640212619943278,14,4.216666666666665,5,15,24.216666666666665
30-40,123,32,0,0.6335634404793382,10,-3.770833333333332,2,23,21.229166666666668
30-40,123,32,1,0.8967883694916964,10,4.229166666666668,0,17,21.229166666666668
30-40,123,32,2,0.7224728662520647,10,2.229166666666668,1,18,21.229166666666668
30-40,123,32,3,0.7909568432718516,10,4.229166666666668,1,16,21.229166666666668
30-40,123,32,4,0.5056628952068942,14,4.229166666666668,1,16,21.229166666666668
30-40,123,32,5,0.6280660415068269,11,2.229166666666668,3,16,21.229166666666668
30-40,123,32,6,0.6883039551062716,9,10.229166666666668,0,11,21.229166666666668
30-40,123,32,7,0.7463617453972499,15,6.229166666666668,0,15,21.229166666666668
30-40,123,32,8,0.6194480578932497,9,2.229166666666668,1,18,21.229166666666668
30-40,123,32,9,0.6521882724303466,13,-1.7708333333333321,1,22,21.229166666666668
30-40,123,32,10,0.9805847958972057,12,7.229166666666668,0,14,21.229166666666668
30-40,123,32,11,0.7509771934287115,11,3.229166666666668,0,18,21.229166666666668
30-40,123,44,0,0.4425324808273996,14,0.0357142857142847,1,21,22.035714285714285
30-40,123,44,1,0.8392392421762148,9,-0.9642857142857153,0,23,22.035714285714285
30-40,123,44,2,0.9406951304732097,9,21.035714285714285,0,1,22.035714285714285
30-40,123,44,3,0.8545232998828093,12,2.0357142857142847,2,18,22.035714285714285
30-40,123,44,4,0.7280556946061552,12,0.0357142857142847,1,21,22.035714285714285
30-40,123,44,5,0.8194775453303009,8,1.0357142857142847,0,21,22.035714285714285
30-40,123,44,6,0.6866921860879908,12,5.035714285714285,1,16,22.035714285714285
30-40,123,44,7,0.7907277376701435,9,0.0357142857142847,0,22,22.035714285714285
30-40,123,44,8,0.8775909235700965,14,-1.9642857142857153,0,24,22.035714285714285
30-40,123,44,9,0.7087474496414264,12,-0.9642857142857153,3,20,22.035714285714285
30-40,123,44,10,0.6390151757126054,12,2.0357142857142847,0,20,22.035714285714285
30-40,123,44,11,0.6417689673941244,11,21.035714285714285,0,1,22.035714285714285
30-40,123,44,12,0.7783167293438544,13,-0.9642857142857153,1,22,22.035714285714285
30-40,123,44,13,0.6901402232858042,12,0.0357142857142847,1,21,22.035714285714285
30-40,123,44,14,0.775082855252549,12,5.035714285714285,1,16,22.035714285714285
30-40,123,44,15,0.7856539518261949,15,4.035714285714285,1,17,22.035714285714285
30-40,123,44,16,0.8364199593663215,10,2.0357142857142847,3,17,22.035714285714285
30-40,123,44,17,0.6942411081658469,18,3.0357142857142847,2,17,22.035714285714285
30-40,123,44,18,0.7022043473220297,14,2.0357142857142847,5,15,22.035714285714285
30-40,123,44,19,0.46151741024325876,17,4.035714285714285,1,17,22.035714285714285
30-40,123,44,20,0.9107301190961152,12,3.0357142857142847,3,16,22.035714285714285
30-40,123,44,21,0.9173970375210047,10,0.0357142857142847,2,20,22.035714285714285
30-40,123,44,22,0.8380368919326708,13,12.035714285714285,1,9,22.035714285714285
30-40,123,44,23,0.9835803276962705,9,1.0357142857142847,1,20,22.035714285714285
30-40,123,44,24,0.8235945642333139,11,1.0357142857142847,0,21,22.035714285714285
30-40,123,44,25,0.8174906709852318,12,1.0357142857142847,3,18,22.035714285714285
30-40,123,44,26,0.6780800621956586,10,0.0357142857142847,3,19,22.035714285714285
30-40,123,44,27,0.7873321857980706,11,7.035714285714285,1,14,22.035714285714285
30-40,123,44,28,1.1079153440554033,11,6.035714285714285,1,15,22.035714285714285
30-40,123,44,29,0.8350790622644126,16,0.0357142857142847,3,19,22.035714285714285
30-40,123,44,30,0.6877490763242046,12,3.0357142857142847,1,18,22.035714285714285
30-40,123,44,31,0.41347581215880136,11,2.0357142857142847,1,19,22.035714285714285
30-40,123,44,32,0.7165041631087661,12,-0.9642857142857153,2,21,22.035714285714285
30-40,123,44,33,0.888398378954402,7,0.0357142857142847,3,19,22.035714285714285
30-40,123,44,34,0.925461426563561,10,5.035714285714285,0,17,22.035714285714285
30-40,123,44,35,0.7651501569780521,16,5.035714285714285,0,17,22.035714285714285
30-40,123,50,0,0.7195269309661605,11,20.264150943396228,0,1,21.264150943396228
30-40,123,50,1,0.4766241107136011,15,-0.7358490566037723,0,22,21.264150943396228
30-40,123,50,2,0.404981300404126,11,-1.7358490566037723,2,21,21.264150943396228
30-40,123,50,3,0.8257767963740561,9,-0.7358490566037723,2,20,21.264150943396228
30-40,123,50,4,0.607196182757616,15,2.2641509433962277,1,18,21.264150943396228
30-40,123,50,5,0.7816919633187354,12,0.2641509433962277,0,21,21.264150943396228
30-40,123,50,6,0.7839791725079218,9,20.264150943396228,0,1,21.264150943396228
30-40,123,50,7,0.6517856566404755,11,7.264150943396228,3,11,21.264150943396228
30-40,123,50,8,0.6977434791624546,7,-0.7358490566037723,0,22,21.264150943396228
30-40,123,50,9,0.855599837234387,13,2.2641509433962277,0,19,21.264150943396228
30-40,123,50,10,0.645134056918323,14,3.2641509433962277,0,18,21.264150943396228
30-40,123,50,11,0.721083476394415,10,-1.7358490566037723,0,23,21.264150943396228
30-40,123,50,12,0.8417335561243817,16,0.2641509433962277,2,19,21.264150943396228
30-40,123,50,13,0.9750028871931136,8,6.264150943396228,1,14,21.264150943396228
30-40,123,50,14,0.8120034197345376,14,-0.7358490566037723,0,22,21.264150943396228
30-40,123,50,15,0.8151284593411467,11,3.2641509433962277,1,17,21.264150943396228
30-40,123,50,16,0.6623108561404727,11,2.2641509433962277,0,19,21.264150943396228
30-40,123,50,17,0.9104536503384059,11,0.2641509433962277,1,20,21.264150943396228
30-40,123,50,18,0.8020117676092519,9,-0.7358490566037723,0,22,21.264150943396228
30-40,123,50,19,0.6603999117921505,14,6.264150943396228,1,14,21.264150943396228
30-40,123,50,20,0.8009758017336329,12,5.264150943396228,1,15,21.264150943396228
30-40,123,50,21,0.7355975513346493,12,6.264150943396228,0,15,21.264150943396228
30-40,123,50,22,0.9799254138022662,10,3.2641509433962277,0,18,21.264150943396228
30-40,123,50,23,0.6475729436541979,13,4.264150943396228,0,17,21.264150943396228
30-40,123,50,24,0.516713824433585,12,4.264150943396228,2,15,21.264150943396228
30-40,123,50,25,0.8666925869882107,15,10.264150943396228,0,11,21.264150943396228
30-40,123,50,26,0.8263968206942082,10,21.264150943396228,0,0,21.264150943396228
30-40,123,50,27,0.9221455516914526,9,1.2641509433962277,0,20,21.264150943396228
30-40,123,50,28,0.8062851714591185,6,9.264150943396228,0,12,21.264150943396228
30-40,123,50,29,0.7981883218356719,12,20.264150943396228,0,1,21.264150943396228
30-40,123,50,30,0.8952100043399975,13,4.264150943396228,0,17,21.264150943396228
30-40,123,50,31,0.8253260319336102,13,6.264150943396228,1,14,21.264150943396228
30-40,123,50,32,0.7788284312074001,13,1.2641509433962277,1,19,21.264150943396228
30-40,123,50,33,0.7239251841719334,13,21.264150943396228,0,0,21.264150943396228
30-40,123,50,34,0.7558982230045579,11,2.2641509433962277,0,19,21.264150943396228
30-40,123,50,35,0.5747229074024491,9,0.2641509433962277,2,19,21.264150943396228
30-40,123,50,36,0.7293773220682686,11,3.2641509433962277,1,17,21.264150943396228
30-40,123,50,37,0.8274848794994446,13,2.2641509433962277,0,19,21.264150943396228
30-40,123,50,39,0.9164713650772517,11,20.264150943396228,0,1,21.264150943396228
30-40,123,50,40,0.639789554476738,10,1.2641509433962277,2,18,21.264150943396228
30-40,123,50,41,0.8159159099062284,12,13.264150943396228,0,8,21.264150943396228
30-40,123,50,42,0.7187853445383635,11,1.2641509433962277,2,18,21.264150943396228
30-40,123,50,43,0.6469011344015598,14,20.264150943396228,0,1,21.264150943396228
30-40,123,50,44,0.7576597344130278,15,2.2641509433962277,3,16,21.264150943396228
30-40,123,50,45,0.8605274211615324,10,6.264150943396228,0,15,21.264150943396228
30-40,123,50,46,0.5682597710536077,13,4.264150943396228,1,16,21.264150943396228
30-40,123,50,47,0.8468942817013997,13,-2.7358490566037723,0,24,21.264150943396228
30-40,123,50,48,0.5679180897199191,13,8.264150943396228,0,13,21.264150943396228
30-40,123,50,49,0.5243625923370322,12,-1.7358490566037723,5,18,21.264150943396228
30-40,123,50,50,0.7304615221385445,14,21.264150943396228,0,0,21.264150943396228
30-40,123,50,51,0.6989372262938155,9,20.264150943396228,0,1,21.264150943396228
30-40,123,50,52,0.7525912010325835,13,4.264150943396228,1,16,21.264150943396228
30-40,123,50,53,0.979396655689925,12,3.2641509433962277,1,17,21.264150943396228
30-40,123,64,0,0.7113505592569709,12,8.222222222222221,0,15,23.22222222222222
30-40,123,64,1,0.6333401415210503,13,-1.7777777777777786,1,24,23.22222222222222
30-40,123,64,2,0.8065872150990698,9,2.2222222222222214,0,21,23.22222222222222
30-40,123,64,3,0.8924448005855083,10,0.22222222222222143,1,22,23.22222222222222
30-40,123,64,4,0.8099368935450911,10,0.22222222222222143,1,22,23.22222222222222
30-40,123,64,5,0.6351246796548367,9,-2.7777777777777786,1,25,23.22222222222222
30-40,123,64,6,0.6897380212321877,11,4.222222222222221,1,18,23.22222222222222
30-40,123,64,7,0.7710096637407938,12,-3.7777777777777786,2,25,23.22222222222222
30-40,123,64,8,0.616289650866141,12,1.2222222222222214,2,20,23.22222222222222
30-40,123,64,9,0.6017653987122079,12,2.2222222222222214,2,19,23.22222222222222
30-40,123,64,10,0.774409477942084,19,6.222222222222221,1,16,23.22222222222222
30-40,123,64,11,0.6344064844151338,15,1.2222222222222214,3,19,23.22222222222222
30-40,123,64,12,0.7177343104373325,11,1.2222222222222214,2,20,23.22222222222222
30-40,123,64,13,0.623238252391192,11,-3.7777777777777786,2,25,23.22222222222222
30-40,123,64,14,0.7460879584631095,13,-1.7777777777777786,5,20,23.22222222222222
30-40,123,64,15,0.6896493394393474,10,-0.7777777777777786,1,23,23.22222222222222
30-40,123,64,16,0.7863827707866827,12,2.2222222222222214,1,20,23.22222222222222
30-40,123,64,17,0.6728338216741879,15,0.22222222222222143,0,23,23.22222222222222
30-40,123,64,18,0.611299267038703,13,0.22222222222222143,6,17,23.22222222222222
30-40,123,64,19,0.3725865264781393,13,22.22222222222222,0,1,23.22222222222222
30-40,123,64,20,0.6825390442867171,11,-1.7777777777777786,1,24,23.22222222222222
30-40,123,64,21,0.6458237958140671,12,-0.7777777777777786,0,24,23.22222222222222
30-40,123,64,22,0.6810601358967168,14,7.222222222222221,0,16,23.22222222222222
30-40,123,64,23,0.5664581599143835,13,23.22222222222222,0,0,23.22222222222222
30-40,123,64,24,0.5842216838151216,10,1.2222222222222214,1,21,23.22222222222222
30-40,123,64,25,0.6890093281578559,13,0.22222222222222143,1,22,23.22222222222222
30-40,123,64,26,0.5871546298731118,12,0.22222222222222143,2,21,23.22222222222222
30-40,123,64,27,0.7052942769458661,13,-1.7777777777777786,2,23,23.22222222222222
30-40,123,64,28,0.8210634107235819,16,3.2222222222222214,2,18,23.22222222222222
30-40,123,64,29,0.6640933451553186,15,2.2222222222222214,2,19,23.22222222222222
30-40,123,64,30,0.6360162540028492,12,-0.7777777777777786,1,23,23.22222222222222
30-40,123,64,31,0.7318447097204626,12,3.2222222222222214,2,18,23.22222222222222
30-40,123,64,32,0.7145690144971013,14,2.2222222222222214,1,20,23.22222222222222
30-40,123,64,33,0.747892340645194,11,23.22222222222222,0,0,23.22222222222222
30-40,123,64,34,0.8254912459912399,12,1.2222222222222214,1,21,23.22222222222222
30-40,123,64,35,0.699325048497745,14,1.2222222222222214,2,20,23.22222222222222
30-40,123,64,36,0.7949114368918041,12,1.2222222222222214,4,18,23.22222222222222
30-40,123,64,37,0.6805440137783686,9,23.22222222222222,0,0,23.22222222222222
30-40,123,64,38,0.7223557657138868,11,0.22222222222222143,1,22,23.22222222222222
30-40,123,64,39,0.605642630119941,14,1.2222222222222214,0,22,23.22222222222222
30-40,123,64,40,0.6172107891179621,12,1.2222222222222214,1,21,23.22222222222222
30-40,123,64,41,0.7062985485419631,10,3.2222222222222214,1,19,23.22222222222222
30-40,123,64,42,0.5855909659128103,14,-1.7777777777777786,1,24,23.22222222222222
30-40,123,64,43,0.8064280953258276,9,3.2222222222222214,0,20,23.22222222222222
30-40,123,64,44,0.6685279473662377,10,3.2222222222222214,1,19,23.22222222222222
30-40,123,64,45,0.7048701893538236,10,1.2222222222222214,1,21,23.22222222222222
30-40,123,64,46,0.6007099380561461,12,-2.7777777777777786,3,23,23.22222222222222
30-40,123,64,47,0.6323330277720323,13,1.2222222222222214,3,19,23.22222222222222
30-40,123,64,48,0.8158353843415777,12,0.22222222222222143,0,23,23.22222222222222
30-40,123,64,49,0.7146745134483684,11,1.2222222222222214,1,21,23.22222222222222
30-40,123,64,50,0.7371107380837202,15,2.2222222222222214,1,20,23.22222222222222
30-40,123,64,51,0.7227822054798404,12,0.22222222222222143,2,21,23.22222222222222
30-40,123,64,52,0.5798910696680347,15,-1.7777777777777786,2,23,23.22222222222222
30-40,123,92,0,0.7238624052455028,12,-1.3958333333333321,4,19,21.604166666666668
30-40,123,92,1,0.6418949725106359,10,2.604166666666668,0,19,21.604166666666668
30-40,123,92,2,0.6521283371374011,10,3.604166666666668,1,17,21.604166666666668
30-40,123,92,3,0.6359234295918473,14,-0.39583333333333215,5,17,21.604166666666668
30-40,123,92,4,0.587188083305955,10,-1.3958333333333321,3,20,21.604166666666668
30-40,123,92,5,0.8140074409544468,10,1.6041666666666679,0,20,21.604166666666668
30-40,123,92,6,0.7814146878996066,14,-1.3958333333333321,1,22,21.604166666666668
30-40,123,92,7,0.7680268484271235,9,-1.3958333333333321,1,22,21.604166666666668
30-40,123,92,8,0.5659839307459501,13,5.604166666666668,0,16,21.604166666666668
30-40,123,92,9,0.6638906483228008,12,-0.39583333333333215,2,20,21.604166666666668
30-40,123,92,10,0.6908121890077988,15,3.604166666666668,1,17,21.604166666666668
30-40,123,92,11,0.6384660054284793,13,-1.3958333333333321,2,21,21.604166666666668
30-40,123,92,12,0.6820998517796397,8,4.604166666666668,0,17,21.604166666666668
30-40,123,92,13,0.5536967109745512,13,0.6041666666666679,1,20,21.604166666666668
30-40,123,92,14,0.7569269635356389,13,1.6041666666666679,3,17,21.604166666666668
30-40,123,92,15,0.7566092014312744,14,-0.39583333333333215,1,21,21.604166666666668
30-40,123,92,16,0.5319787724451586,11,4.604166666666668,1,16,21.604166666666668
30-40,123,92,17,0.6907197910671433,12,3.604166666666668,1,17,21.604166666666668
30-40,123,92,18,0.6464597070589662,8,1.6041666666666679,2,18,21.604166666666668
30-40,123,92,19,0.8012047288318475,15,-1.3958333333333321,2,21,21.604166666666668
30-40,123,92,20,0.8609420866188076,9,-0.39583333333333215,3,19,21.604166666666668
30-40,123,92,21,0.4474902195589883,14,-1.3958333333333321,5,18,21.604166666666668
30-40,123,92,22,0.5989050301723182,10,0.6041666666666679,1,20,21.604166666666668
30-40,123,92,23,0.6414201970522603,12,-2.395833333333332,0,24,21.604166666666668
30-40,123,92,24,0.7308513653966097,13,-1.3958333333333321,1,22,21.604166666666668
30-40,123,92,25,0.7343365713953972,10,2.604166666666668,5,14,21.604166666666668
